ipaddress,demandbase_sid,company_name,page,referrer,user_agent,city,country,timestamp,date_time
63.148.155.30,50919072,IBM Corporation,http://www.ftse.com/products/indices/russell-us,https://www.google.com/,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/66.0.3359.139 Safari/537.36",Raleigh,US,1526569918,5/17/18 15:11
170.48.2.182,206865,Cigna Corporation,http://www.ftserussell.com/index-series/index-spotlights/us-equity-indexes/russell-us-market-cap-indexes,http://www.ftserussell.com/index-series/index-spotlights/us-equity-indexes,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/66.0.3359.139 Safari/537.36",Bloomfield,US,1526569919,5/17/18 15:11
54.146.208.226,,,http://www.ftse.com/products/indices/esg?utm_source=pardot&utm_medium=email&utm_term=16may18&utm_content=&utm_campaign=esg,,Mozilla/5.0 (Windows NT 6.1; Trident/7.0; rv:11.0) like Gecko,,US,1526569922,5/17/18 15:12
170.48.2.182,206865,Cigna Corporation,http://www.ftserussell.com/index-series/index-spotlights/us-equity-indexes/first-small-cap-indexes,http://www.ftserussell.com/index-series/index-spotlights/us-equity-indexes/russell-us-market-cap-indexes,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/66.0.3359.139 Safari/537.36",Bloomfield,US,1526569923,5/17/18 15:12
194.169.1.99,9262953,London Stock Exchange Group PLC,http://www.ftse.com/products/indices/FTSE4Good,http://www.google.com/url?sa=t&rct=j&q=&esrc=s&source=web&cd=1&ved=0ahUKEwiOncWQhI3bAhUNa8AKHVIEB3EQFggnMAA&url=http%3A%2F%2Fwww.ftse.com%2Fproducts%2Findices%2FFTSE4Good&usg=AOvVaw3NTQL7EvEmB6tD_bM6zBu4,Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko,London,GB,1526569925,5/17/18 15:12
199.47.168.81,24271952,Smarsh,http://www.ftserussell.com/files/research/russell-1000-equal-weight-index-reduced-concentration-risk-and-enhanced,,Mozilla/5.0 (X11; Linux x86_64; rv:29.0) Gecko/20100101 Firefox/29.0,Portland,US,1526569925,5/17/18 15:12
63.66.112.5,,,http://www.ftserussell.com/,,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/66.0.3359.181 Safari/537.36",,US,1526569927,5/17/18 15:12
170.48.2.182,206865,Cigna Corporation,http://www.ftse.com/products/indices/russell-us?_ga=2.4210547.1912436087.1526569842-1679317295.1526569842,http://www.ftserussell.com/index-series/index-spotlights/us-equity-indexes/first-small-cap-indexes,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/66.0.3359.139 Safari/537.36",Bloomfield,US,1526569929,5/17/18 15:12
170.48.2.182,206865,Cigna Corporation,http://www.ftse.com/products/indices/russell-us?_ga=2.4210547.1912436087.1526569842-1679317295.1526569842,http://www.ftserussell.com/index-series/index-spotlights/us-equity-indexes/first-small-cap-indexes,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/66.0.3359.139 Safari/537.36",Bloomfield,US,1526569929,5/17/18 15:12
63.66.112.5,,,http://www.ftse.com/products/indices/russell-us?_ga=2.3469365.421331234.1526500482-1931051403.1526500482,http://www.ftserussell.com/,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/66.0.3359.181 Safari/537.36",,US,1526569930,5/17/18 15:12
63.66.112.5,,,http://www.ftse.com/products/indices/russell-us?_ga=2.3469365.421331234.1526500482-1931051403.1526500482,http://www.ftserussell.com/,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/66.0.3359.181 Safari/537.36",,US,1526569932,5/17/18 15:12
206.47.191.83,29363767,Central 1 Credit Union,http://www.ftse.com/products/FTSETMX/Home/Indices,http://www.ftse.com/products/FTSETMX/Home/MethodologiesHome,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/66.0.3359.139 Safari/537.36",Toronto,CA,1526569934,5/17/18 15:12
199.47.168.80,24271952,Smarsh,http://www.ftserussell.com/files/research/intuitive-foundation-smart-beta,,Mozilla/5.0 (X11; Linux x86_64; rv:29.0) Gecko/20100101 Firefox/29.0,Portland,US,1526569935,5/17/18 15:12
206.47.191.83,29363767,Central 1 Credit Union,http://www.ftse.com/products/FTSETMX/Home/Indices,http://www.ftse.com/products/FTSETMX/Home/MethodologiesHome,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/66.0.3359.139 Safari/537.36",Toronto,CA,1526569936,5/17/18 15:12
192.250.175.196,55091,State Street Bank & Trust Company,http://www.ftse.com/products/indices/russell-rafi?_ga=2.79936983.1776908965.1526569906-705270613.1526569906,http://www.ftserussell.com/russell-fundamental-index-series-become-russell-rafi-indexes,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/65.0.3325.162 Safari/537.36",Boston,US,1526569938,5/17/18 15:12
206.47.191.83,29363767,Central 1 Credit Union,http://www.ftse.com/products/FTSETMX/Home/Index,http://www.ftse.com/products/FTSETMX/Home/Indices,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/66.0.3359.139 Safari/537.36",Toronto,CA,1526569940,5/17/18 15:12
170.48.2.182,206865,Cigna Corporation,http://www.ftse.com/products/russell-index-values,http://www.ftse.com/products/indices/russell-us?_ga=2.4210547.1912436087.1526569842-1679317295.1526569842,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/66.0.3359.139 Safari/537.36",Bloomfield,US,1526569941,5/17/18 15:12
63.66.112.5,,,http://www.ftserussell.com/index-series/index-spotlights/us-equity-indexes?_ga=2.3469365.421331234.1526500482-1931051403.1526500482,http://www.ftse.com/products/indices/russell-us?_ga=2.3469365.421331234.1526500482-1931051403.1526500482,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/66.0.3359.181 Safari/537.36",,US,1526569941,5/17/18 15:12
170.48.2.182,206865,Cigna Corporation,http://www.ftse.com/products/russell-index-values,http://www.ftse.com/products/indices/russell-us?_ga=2.4210547.1912436087.1526569842-1679317295.1526569842,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/66.0.3359.139 Safari/537.36",Bloomfield,US,1526569942,5/17/18 15:12
206.47.191.83,29363767,Central 1 Credit Union,http://www.ftse.com/products/FTSETMX/Home/Indices,http://www.ftse.com/products/FTSETMX/Home/Index,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/66.0.3359.139 Safari/537.36",Toronto,CA,1526569947,5/17/18 15:12
63.66.112.5,,,http://www.ftserussell.com/index-series/index-spotlights/us-equity-indexes/russell-us-market-cap-indexes,http://www.ftserussell.com/index-series/index-spotlights/us-equity-indexes?_ga=2.3469365.421331234.1526500482-1931051403.1526500482,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/66.0.3359.181 Safari/537.36",,US,1526569948,5/17/18 15:12
192.250.175.196,55091,State Street Bank & Trust Company,http://www.ftse.com/products/indices/russell-rafi?_ga=2.79936983.1776908965.1526569906-705270613.1526569906,http://www.ftserussell.com/russell-fundamental-index-series-become-russell-rafi-indexes,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/65.0.3325.162 Safari/537.36",Boston,US,1526569956,5/17/18 15:12
206.47.191.83,29363767,Central 1 Credit Union,http://www.ftse.com/products/FTSETMX/Home/Index,http://www.ftse.com/products/FTSETMX/Home/Indices,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/66.0.3359.139 Safari/537.36",Toronto,CA,1526569958,5/17/18 15:12
199.47.168.80,24271952,Smarsh,http://www.ftserussell.com/blog/chinas-share-class-mosaic,,Mozilla/5.0 (X11; Linux x86_64; rv:29.0) Gecko/20100101 Firefox/29.0,Portland,US,1526569959,5/17/18 15:12
206.47.191.83,29363767,Central 1 Credit Union,http://www.ftse.com/products/FTSETMX/Home/Indices,http://www.ftse.com/products/FTSETMX/Home/Index,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/66.0.3359.139 Safari/537.36",Toronto,CA,1526569961,5/17/18 15:12
206.47.191.83,29363767,Central 1 Credit Union,http://www.ftse.com/products/FTSETMX/Home/Methodologies,http://www.ftse.com/products/FTSETMX/Home/Software,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/66.0.3359.139 Safari/537.36",Toronto,CA,1526569965,5/17/18 15:12
206.47.191.83,29363767,Central 1 Credit Union,http://www.ftse.com/products/FTSETMX/Home/Software,http://www.ftse.com/products/FTSETMX/Home/Indices,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/66.0.3359.139 Safari/537.36",Toronto,CA,1526569967,5/17/18 15:12
60.52.43.219,,,http://www.ftserussell.com/files/research/inflation-linked-bonds,https://www.google.com/,"Mozilla/5.0 (Linux; Android 6.0.1; SM-N910C Build/MMB29K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/66.0.3359.158 Mobile Safari/537.36",,MY,1526569967,5/17/18 15:12
199.47.168.79,24271952,Smarsh,http://www.ftserussell.com/files/press-releases/ftse-set-index-series-december-2016-semi-annual-review,,Mozilla/5.0 (X11; Linux x86_64; rv:29.0) Gecko/20100101 Firefox/29.0,Portland,US,1526569968,5/17/18 15:12
206.47.191.83,29363767,Central 1 Credit Union,http://www.ftse.com/products/FTSETMX/Home/Software,http://www.ftse.com/products/FTSETMX/Home/Methodologies,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/66.0.3359.139 Safari/537.36",Toronto,CA,1526569968,5/17/18 15:12
206.47.191.83,29363767,Central 1 Credit Union,http://www.ftse.com/products/FTSETMX/Home/SoftwareBondPerform,http://www.ftse.com/products/FTSETMX/Home/Software,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/66.0.3359.139 Safari/537.36",Toronto,CA,1526569969,5/17/18 15:12
206.47.191.83,29363767,Central 1 Credit Union,http://www.ftse.com/products/FTSETMX/Home/Software,http://www.ftse.com/products/FTSETMX/Home/Methodologies,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/66.0.3359.139 Safari/537.36",Toronto,CA,1526569970,5/17/18 15:12
206.47.191.83,29363767,Central 1 Credit Union,http://www.ftse.com/products/FTSETMX/Home/Indices,http://www.ftse.com/products/FTSETMX/Home/SoftwareBondPerform,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/66.0.3359.139 Safari/537.36",Toronto,CA,1526569970,5/17/18 15:12
206.47.191.83,29363767,Central 1 Credit Union,http://www.ftse.com/products/FTSETMX/Home/Methodologies,http://www.ftse.com/products/FTSETMX/Home/Software,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/66.0.3359.139 Safari/537.36",Toronto,CA,1526569970,5/17/18 15:12
206.47.191.83,29363767,Central 1 Credit Union,http://www.ftse.com/products/FTSETMX/Home/Indices,http://www.ftse.com/products/FTSETMX/Home/SoftwareBondPerform,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/66.0.3359.139 Safari/537.36",Toronto,CA,1526569971,5/17/18 15:12
199.47.168.79,24271952,Smarsh,https://www.ftserussell.com/files/research/anatomy-smart-beta?utm_source=Indexmadesimple&utm_medium=researchpaper&utm_term=4may2017&utm_content=&utm_campaign=usequity,,Mozilla/5.0 (X11; Linux x86_64; rv:29.0) Gecko/20100101 Firefox/29.0,Portland,US,1526569972,5/17/18 15:12
206.47.191.83,29363767,Central 1 Credit Union,http://www.ftse.com/products/FTSETMX/Home/Software,http://www.ftse.com/products/FTSETMX/Home/Indices,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/66.0.3359.139 Safari/537.36",Toronto,CA,1526569972,5/17/18 15:12
83.40.204.32,,,http://www.translatoruser.net/bvsandbox.aspx?ref=SERP&dl=es&from=en&to=es&bvrpx=0&bvrpp=&orefd=www.bing.com&a=http%3A%2F%2Fwww.ftserussell.com%2F,null,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:59.0) Gecko/20100101 Firefox/59.0,,ES,1526569980,5/17/18 15:13
199.47.168.80,24271952,Smarsh,http://www.ftserussell.com/files/research/russell-2000-index-small-cap-performance-slow-growth-economic-environment,,Mozilla/5.0 (X11; Linux x86_64; rv:29.0) Gecko/20100101 Firefox/29.0,Portland,US,1526569981,5/17/18 15:13
206.47.191.83,29363767,Central 1 Credit Union,http://www.ftse.com/products/FTSETMX/Home/SoftwareBondPerform,http://www.ftse.com/products/FTSETMX/Home/Software,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/66.0.3359.139 Safari/537.36",Toronto,CA,1526569987,5/17/18 15:13
69.191.211.217,58474121,Bloomberg Financial Markets,http://www.ftse.com/products/index-notices/Home/GetNotices/ALL?productTitle=All%20Notices,,Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.1;),New York,US,1526569990,5/17/18 15:13
208.77.214.145,324782,Two Sigma Investments,http://www.ftserussell.com/,,"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/63.0.3239.132 Safari/537.36",New York,US,1526569990,5/17/18 15:13
199.47.168.79,24271952,Smarsh,http://www.ftserussell.com/blog/index-idea-female-board-representation-still-lags,,Mozilla/5.0 (X11; Linux x86_64; rv:29.0) Gecko/20100101 Firefox/29.0,Portland,US,1526569996,5/17/18 15:13
23.30.164.153,23077089,Delphi Management,http://www.ftserussell.com/index-series/index-tools/russell-index-performance-calculator,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/66.0.3359.181 Safari/537.36",Boston,US,1526570007,5/17/18 15:13
199.47.168.79,24271952,Smarsh,http://www.ftserussell.com/files/press-releases/nikko-am-straits-trading-launches-new-etf-tracking-ftse-asia-reits-index,,Mozilla/5.0 (X11; Linux x86_64; rv:29.0) Gecko/20100101 Firefox/29.0,Portland,US,1526570007,5/17/18 15:13
71.238.65.92,,,http://www.ftserussell.com/files/press-releases/ftse-russell-announces-2018-russell-us-indexes-reconstitution-schedule,https://www.google.com/,"Mozilla/5.0 (iPhone; CPU iPhone OS 11_3 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/11.0 Mobile/15E148 Safari/604.1",,US,1526570007,5/17/18 15:13
106.78.90.124,,,http://www.ftserussell.com/index-series/index-spotlights/global-equity-indexes?gclid=Cj0KCQjw0PTXBRCGARIsAKNYfG0r6V06egv__TbIj7RGcH-Ma43HaDJomjvL378xfQ1kR6SBBdXHtzEaAuQNEALw_wcB,,"Mozilla/5.0 (Linux; U; Android 5.1.1; en-US; SM-J200G Build/LMY47X) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/57.0.2987.108 UCBrowser/12.2.5.1102 Mobile Safari/537.36",,IN,1526570011,5/17/18 15:13
